level,unit,season,metric,variant,n,spearman_rho,p
site,fmi_101786,NDJFM,snow_cover_days,value,41,-0.0979,0.5427
site,fmi_101786,NDJFM,snow_cover_days,anom_dt,41,-0.0781,0.6272
site,fmi_101786,NDJFM,snow_depth,value,41,-0.2058,0.1968
site,fmi_101786,NDJFM,snow_depth,anom_dt,41,-0.2300,0.1480
site,fmi_101786,NDJFM,snow_max,value,41,-0.2199,0.1671
site,fmi_101786,NDJFM,snow_max,anom_dt,41,-0.2206,0.1658
site,fmi_101786,NDJFM,thaw_days,value,65,0.0675,0.5932
site,fmi_101786,NDJFM,thaw_days,anom,65,0.0675,0.5932
site,fmi_101786,NDJFM,thaw_days,anom_dt,65,0.0801,0.5261
site,fmi_101786,NDJFM,tmax_mean,value,65,-0.0010,0.9934
site,fmi_101786,NDJFM,tmax_mean,anom,65,-0.0010,0.9934
site,fmi_101786,NDJFM,tmax_mean,anom_dt,65,0.0084,0.9470
site,fmi_101786,NDJFM,tmean,value,65,0.0167,0.8952
site,fmi_101786,NDJFM,tmean,anom,65,0.0167,0.8952
site,fmi_101786,NDJFM,tmean,anom_dt,65,0.0305,0.8092
site,fmi_101786,NDJFM,tmin_mean,value,65,0.0409,0.7461
site,fmi_101786,NDJFM,tmin_mean,anom,65,0.0409,0.7461
site,fmi_101786,NDJFM,tmin_mean,anom_dt,65,0.0405,0.7487
site,fmi_101932,DJF,frost_days,value,77,-0.1724,0.1337
site,fmi_101932,DJF,frost_days,anom,77,-0.1724,0.1337
site,fmi_101932,DJF,frost_days,anom_dt,77,-0.2165,0.0586
site,fmi_101932,DJF,ice_days,value,77,-0.0839,0.4682
site,fmi_101932,DJF,ice_days,anom,77,-0.0839,0.4682
site,fmi_101932,DJF,ice_days,anom_dt,77,-0.0721,0.5333
site,fmi_101932,DJF,precip,value,77,-0.0053,0.9633
site,fmi_101932,DJF,precip,anom,77,-0.0053,0.9633
site,fmi_101932,DJF,precip,anom_dt,77,0.0089,0.9390
site,fmi_101932,DJF,precip_days,value,77,0.0286,0.8049
site,fmi_101932,DJF,precip_days,anom,77,0.0286,0.8049
site,fmi_101932,DJF,precip_days,anom_dt,77,0.0388,0.7378
site,fmi_101932,DJF,rain_on_snow_days,value,77,0.1493,0.1949
site,fmi_101932,DJF,rain_on_snow_days,anom,77,0.1493,0.1949
site,fmi_101932,DJF,rain_on_snow_days,anom_dt,77,0.1784,0.1205
site,fmi_101932,DJF,snow_cover_days,value,77,-0.0458,0.6927
site,fmi_101932,DJF,snow_cover_days,anom,77,-0.0458,0.6927
site,fmi_101932,DJF,snow_cover_days,anom_dt,77,-0.0861,0.4564
site,fmi_101932,DJF,snow_depth,value,77,0.0732,0.5269
site,fmi_101932,DJF,snow_depth,anom,77,0.0732,0.5269
site,fmi_101932,DJF,snow_depth,anom_dt,77,0.0680,0.5571
site,fmi_101932,DJF,snow_max,value,77,0.1251,0.2783
site,fmi_101932,DJF,snow_max,anom,77,0.1251,0.2783
site,fmi_101932,DJF,snow_max,anom_dt,77,0.1279,0.2675
site,fmi_101932,DJF,thaw_days,value,77,0.0823,0.4769
site,fmi_101932,DJF,thaw_days,anom,77,0.0823,0.4769
site,fmi_101932,DJF,thaw_days,anom_dt,77,0.0796,0.4911
site,fmi_101932,DJF,tmax_mean,value,77,0.0348,0.7638
site,fmi_101932,DJF,tmax_mean,anom,77,0.0348,0.7638
site,fmi_101932,DJF,tmax_mean,anom_dt,77,0.0106,0.9270
site,fmi_101932,DJF,tmean,value,77,0.0357,0.7576
site,fmi_101932,DJF,tmean,anom,77,0.0357,0.7576
site,fmi_101932,DJF,tmean,anom_dt,77,0.0302,0.7943
site,fmi_101932,DJF,tmin_mean,value,77,0.0239,0.8365
site,fmi_101932,DJF,tmin_mean,anom,77,0.0239,0.8365
site,fmi_101932,DJF,tmin_mean,anom_dt,77,0.0227,0.8449
site,fmi_101932,JFM,frost_days,value,77,-0.1194,0.3011
site,fmi_101932,JFM,frost_days,anom,77,-0.1194,0.3011
site,fmi_101932,JFM,frost_days,anom_dt,77,-0.1389,0.2284
site,fmi_101932,JFM,ice_days,value,77,-0.0625,0.5892
site,fmi_101932,JFM,ice_days,anom,77,-0.0625,0.5892
site,fmi_101932,JFM,ice_days,anom_dt,77,-0.0742,0.5214
site,fmi_101932,JFM,precip,value,77,0.2321,0.0423
site,fmi_101932,JFM,precip,anom,77,0.2321,0.0423
site,fmi_101932,JFM,precip,anom_dt,77,0.2483,0.0295
site,fmi_101932,JFM,precip_days,value,77,0.1924,0.0937
site,fmi_101932,JFM,precip_days,anom,77,0.1924,0.0937
site,fmi_101932,JFM,precip_days,anom_dt,77,0.1972,0.0857
site,fmi_101932,JFM,rain_on_snow_days,value,77,0.0755,0.5137
site,fmi_101932,JFM,rain_on_snow_days,anom,77,0.0755,0.5137
site,fmi_101932,JFM,rain_on_snow_days,anom_dt,77,0.0795,0.4922
site,fmi_101932,JFM,snow_cover_days,value,77,-0.0183,0.8745
site,fmi_101932,JFM,snow_cover_days,anom,77,-0.0183,0.8745
site,fmi_101932,JFM,snow_cover_days,anom_dt,77,-0.0183,0.8745
site,fmi_101932,JFM,snow_depth,value,77,0.1375,0.2329
site,fmi_101932,JFM,snow_depth,anom,77,0.1375,0.2329
site,fmi_101932,JFM,snow_depth,anom_dt,77,0.1395,0.2264
site,fmi_101932,JFM,snow_max,value,77,0.2010,0.0797
site,fmi_101932,JFM,snow_max,anom,77,0.2010,0.0797
site,fmi_101932,JFM,snow_max,anom_dt,77,0.2220,0.0523
site,fmi_101932,JFM,thaw_days,value,77,0.0634,0.5838
site,fmi_101932,JFM,thaw_days,anom,77,0.0634,0.5838
site,fmi_101932,JFM,thaw_days,anom_dt,77,0.0733,0.5263
site,fmi_101932,JFM,tmax_mean,value,77,0.0029,0.9798
site,fmi_101932,JFM,tmax_mean,anom,77,0.0029,0.9798
site,fmi_101932,JFM,tmax_mean,anom_dt,77,0.0167,0.8855
site,fmi_101932,JFM,tmean,value,77,0.0090,0.9384
site,fmi_101932,JFM,tmean,anom,77,0.0090,0.9384
site,fmi_101932,JFM,tmean,anom_dt,77,0.0299,0.7960
site,fmi_101932,JFM,tmin_mean,value,77,0.0238,0.8373
site,fmi_101932,JFM,tmin_mean,anom,77,0.0238,0.8373
site,fmi_101932,JFM,tmin_mean,anom_dt,77,0.0383,0.7407
site,fmi_101932,NDJFM,frost_days,value,77,-0.1414,0.2199
site,fmi_101932,NDJFM,frost_days,anom,77,-0.1414,0.2199
site,fmi_101932,NDJFM,frost_days,anom_dt,77,-0.1090,0.3452
site,fmi_101932,NDJFM,ice_days,value,77,-0.0289,0.8032
site,fmi_101932,NDJFM,ice_days,anom,77,-0.0289,0.8032
site,fmi_101932,NDJFM,ice_days,anom_dt,77,-0.0401,0.7289
site,fmi_101932,NDJFM,precip,value,77,0.1494,0.1947
site,fmi_101932,NDJFM,precip,anom,77,0.1494,0.1947
site,fmi_101932,NDJFM,precip,anom_dt,77,0.1715,0.1359
site,fmi_101932,NDJFM,precip_days,value,77,0.1448,0.2089
site,fmi_101932,NDJFM,precip_days,anom,77,0.1448,0.2089
site,fmi_101932,NDJFM,precip_days,anom_dt,77,0.1529,0.1843
site,fmi_101932,NDJFM,rain_on_snow_days,value,77,0.1158,0.3158
site,fmi_101932,NDJFM,rain_on_snow_days,anom,77,0.1158,0.3158
site,fmi_101932,NDJFM,rain_on_snow_days,anom_dt,77,0.1033,0.3712
site,fmi_101932,NDJFM,snow_cover_days,value,77,0.0548,0.6361
site,fmi_101932,NDJFM,snow_cover_days,anom,77,0.0548,0.6361
site,fmi_101932,NDJFM,snow_cover_days,anom_dt,77,0.0174,0.8803
site,fmi_101932,NDJFM,snow_depth,value,77,0.0922,0.4254
site,fmi_101932,NDJFM,snow_depth,anom,77,0.0922,0.4254
site,fmi_101932,NDJFM,snow_depth,anom_dt,77,0.0988,0.3926
site,fmi_101932,NDJFM,snow_max,value,77,0.2010,0.0797
site,fmi_101932,NDJFM,snow_max,anom,77,0.2010,0.0797
site,fmi_101932,NDJFM,snow_max,anom_dt,77,0.2220,0.0523
site,fmi_101932,NDJFM,thaw_days,value,77,0.0304,0.7927
site,fmi_101932,NDJFM,thaw_days,anom,77,0.0304,0.7927
site,fmi_101932,NDJFM,thaw_days,anom_dt,77,0.0257,0.8242
site,fmi_101932,NDJFM,tmax_mean,value,77,0.0713,0.5379
site,fmi_101932,NDJFM,tmax_mean,anom,77,0.0713,0.5379
site,fmi_101932,NDJFM,tmax_mean,anom_dt,77,0.0760,0.5110
site,fmi_101932,NDJFM,tmean,value,77,0.0736,0.5244
site,fmi_101932,NDJFM,tmean,anom,77,0.0736,0.5244
site,fmi_101932,NDJFM,tmean,anom_dt,77,0.0879,0.4471
site,fmi_101932,NDJFM,tmin_mean,value,77,0.0972,0.4002
site,fmi_101932,NDJFM,tmin_mean,anom,77,0.0972,0.4002
site,fmi_101932,NDJFM,tmin_mean,anom_dt,77,0.1046,0.3655
site,fmi_101933,DJF,frost_days,value,67,-0.0570,0.6468
site,fmi_101933,DJF,frost_days,anom,67,-0.0570,0.6468
site,fmi_101933,DJF,frost_days,anom_dt,67,-0.0559,0.6530
site,fmi_101933,DJF,ice_days,value,67,-0.1125,0.3648
site,fmi_101933,DJF,ice_days,anom,67,-0.1125,0.3648
site,fmi_101933,DJF,ice_days,anom_dt,67,-0.1175,0.3435
site,fmi_101933,DJF,precip,value,67,-0.0057,0.9636
site,fmi_101933,DJF,precip,anom,67,-0.0057,0.9636
site,fmi_101933,DJF,precip,anom_dt,67,-0.0042,0.9733
site,fmi_101933,DJF,precip_days,value,67,-0.1009,0.4168
site,fmi_101933,DJF,precip_days,anom,67,-0.1009,0.4168
site,fmi_101933,DJF,precip_days,anom_dt,67,-0.0922,0.4579
site,fmi_101933,DJF,rain_on_snow_days,value,67,0.1035,0.4047
site,fmi_101933,DJF,rain_on_snow_days,anom,67,0.1035,0.4047
site,fmi_101933,DJF,rain_on_snow_days,anom_dt,67,0.1330,0.2834
site,fmi_101933,DJF,snow_cover_days,value,67,-0.0855,0.4916
site,fmi_101933,DJF,snow_cover_days,anom,67,-0.0855,0.4916
site,fmi_101933,DJF,snow_cover_days,anom_dt,67,-0.1497,0.2266
site,fmi_101933,DJF,snow_depth,value,67,0.1517,0.2204
site,fmi_101933,DJF,snow_depth,anom,67,0.1517,0.2204
site,fmi_101933,DJF,snow_depth,anom_dt,67,0.1515,0.2210
site,fmi_101933,DJF,snow_max,value,67,0.0813,0.5131
site,fmi_101933,DJF,snow_max,anom,67,0.0813,0.5131
site,fmi_101933,DJF,snow_max,anom_dt,67,0.0955,0.4419
site,fmi_101933,DJF,thaw_days,value,67,0.1244,0.3160
site,fmi_101933,DJF,thaw_days,anom,67,0.1244,0.3160
site,fmi_101933,DJF,thaw_days,anom_dt,67,0.1307,0.2917
site,fmi_101933,DJF,tmax_mean,value,67,0.0099,0.9364
site,fmi_101933,DJF,tmax_mean,anom,67,0.0099,0.9364
site,fmi_101933,DJF,tmax_mean,anom_dt,67,-0.0098,0.9370
site,fmi_101933,DJF,tmean,value,67,-0.0045,0.9714
site,fmi_101933,DJF,tmean,anom,67,-0.0045,0.9714
site,fmi_101933,DJF,tmean,anom_dt,67,0.0073,0.9532
site,fmi_101933,DJF,tmin_mean,value,67,-0.0082,0.9475
site,fmi_101933,DJF,tmin_mean,anom,67,-0.0082,0.9475
site,fmi_101933,DJF,tmin_mean,anom_dt,67,0.0058,0.9628
site,fmi_101933,JFM,frost_days,value,67,-0.1238,0.3183
site,fmi_101933,JFM,frost_days,anom,67,-0.1238,0.3183
site,fmi_101933,JFM,frost_days,anom_dt,67,-0.1763,0.1535
site,fmi_101933,JFM,ice_days,value,67,-0.1286,0.2995
site,fmi_101933,JFM,ice_days,anom,67,-0.1286,0.2995
site,fmi_101933,JFM,ice_days,anom_dt,67,-0.1672,0.1762
site,fmi_101933,JFM,precip,value,67,0.2121,0.0849
site,fmi_101933,JFM,precip,anom,67,0.2121,0.0849
site,fmi_101933,JFM,precip,anom_dt,67,0.2143,0.0816
site,fmi_101933,JFM,precip_days,value,67,0.0932,0.4531
site,fmi_101933,JFM,precip_days,anom,67,0.0932,0.4531
site,fmi_101933,JFM,precip_days,anom_dt,67,0.0860,0.4891
site,fmi_101933,JFM,rain_on_snow_days,value,67,0.0340,0.7845
site,fmi_101933,JFM,rain_on_snow_days,anom,67,0.0340,0.7845
site,fmi_101933,JFM,rain_on_snow_days,anom_dt,67,0.0708,0.5692
site,fmi_101933,JFM,snow_cover_days,value,67,-0.0044,0.9716
site,fmi_101933,JFM,snow_cover_days,anom,67,-0.0044,0.9716
site,fmi_101933,JFM,snow_cover_days,anom_dt,67,-0.0636,0.6094
site,fmi_101933,JFM,snow_depth,value,67,0.1386,0.2633
site,fmi_101933,JFM,snow_depth,anom,67,0.1386,0.2633
site,fmi_101933,JFM,snow_depth,anom_dt,67,0.1463,0.2376
site,fmi_101933,JFM,snow_max,value,67,0.1453,0.2407
site,fmi_101933,JFM,snow_max,anom,67,0.1453,0.2407
site,fmi_101933,JFM,snow_max,anom_dt,67,0.1419,0.2520
site,fmi_101933,JFM,thaw_days,value,67,0.1275,0.3038
site,fmi_101933,JFM,thaw_days,anom,67,0.1275,0.3038
site,fmi_101933,JFM,thaw_days,anom_dt,67,0.1440,0.2451
site,fmi_101933,JFM,tmax_mean,value,67,-0.0459,0.7121
site,fmi_101933,JFM,tmax_mean,anom,67,-0.0459,0.7121
site,fmi_101933,JFM,tmax_mean,anom_dt,67,-0.0237,0.8492
site,fmi_101933,JFM,tmean,value,67,-0.0449,0.7184
site,fmi_101933,JFM,tmean,anom,67,-0.0449,0.7184
site,fmi_101933,JFM,tmean,anom_dt,67,-0.0156,0.9004
site,fmi_101933,JFM,tmin_mean,value,67,-0.0384,0.7580
site,fmi_101933,JFM,tmin_mean,anom,67,-0.0384,0.7580
site,fmi_101933,JFM,tmin_mean,anom_dt,67,0.0057,0.9637
site,fmi_101933,NDJFM,frost_days,value,67,-0.0514,0.6795
site,fmi_101933,NDJFM,frost_days,anom,67,-0.0514,0.6795
site,fmi_101933,NDJFM,frost_days,anom_dt,67,-0.1007,0.4173
site,fmi_101933,NDJFM,ice_days,value,67,-0.0750,0.5465
site,fmi_101933,NDJFM,ice_days,anom,67,-0.0750,0.5465
site,fmi_101933,NDJFM,ice_days,anom_dt,67,-0.0858,0.4899
site,fmi_101933,NDJFM,precip,value,67,0.0955,0.4420
site,fmi_101933,NDJFM,precip,anom,67,0.0955,0.4420
site,fmi_101933,NDJFM,precip,anom_dt,67,0.1077,0.3857
site,fmi_101933,NDJFM,precip_days,value,67,0.0174,0.8886
site,fmi_101933,NDJFM,precip_days,anom,67,0.0174,0.8886
site,fmi_101933,NDJFM,precip_days,anom_dt,67,0.0165,0.8947
site,fmi_101933,NDJFM,rain_on_snow_days,value,66,0.0254,0.8398
site,fmi_101933,NDJFM,rain_on_snow_days,anom,66,0.0254,0.8398
site,fmi_101933,NDJFM,rain_on_snow_days,anom_dt,66,0.0651,0.6038
site,fmi_101933,NDJFM,snow_cover_days,value,66,0.0654,0.6020
site,fmi_101933,NDJFM,snow_cover_days,anom,66,0.0654,0.6020
site,fmi_101933,NDJFM,snow_cover_days,anom_dt,66,0.0394,0.7536
site,fmi_101933,NDJFM,snow_depth,value,66,0.1588,0.2030
site,fmi_101933,NDJFM,snow_depth,anom,66,0.1588,0.2030
site,fmi_101933,NDJFM,snow_depth,anom_dt,66,0.1621,0.1934
site,fmi_101933,NDJFM,snow_max,value,66,0.1294,0.3006
site,fmi_101933,NDJFM,snow_max,anom,66,0.1294,0.3006
site,fmi_101933,NDJFM,snow_max,anom_dt,66,0.1268,0.3104
site,fmi_101933,NDJFM,thaw_days,value,67,0.0721,0.5619
site,fmi_101933,NDJFM,thaw_days,anom,67,0.0721,0.5619
site,fmi_101933,NDJFM,thaw_days,anom_dt,67,0.0920,0.4591
site,fmi_101933,NDJFM,tmax_mean,value,67,0.0413,0.7401
site,fmi_101933,NDJFM,tmax_mean,anom,67,0.0413,0.7401
site,fmi_101933,NDJFM,tmax_mean,anom_dt,67,0.0403,0.7463
site,fmi_101933,NDJFM,tmean,value,67,0.0637,0.6083
site,fmi_101933,NDJFM,tmean,anom,67,0.0637,0.6086
site,fmi_101933,NDJFM,tmean,anom_dt,67,0.0445,0.7204
site,fmi_101933,NDJFM,tmin_mean,value,67,0.0630,0.6126
site,fmi_101933,NDJFM,tmin_mean,anom,67,0.0630,0.6126
site,fmi_101933,NDJFM,tmin_mean,anom_dt,67,0.0640,0.6068
site,fmi_102035,DJF,frost_days,value,64,-0.0132,0.9178
site,fmi_102035,DJF,frost_days,anom,64,-0.0132,0.9178
site,fmi_102035,DJF,frost_days,anom_dt,64,-0.0440,0.7297
site,fmi_102035,DJF,ice_days,value,64,-0.0590,0.6431
site,fmi_102035,DJF,ice_days,anom,64,-0.0590,0.6431
site,fmi_102035,DJF,ice_days,anom_dt,64,-0.0510,0.6889
site,fmi_102035,DJF,precip,value,64,0.1611,0.2035
site,fmi_102035,DJF,precip,anom,64,0.1611,0.2035
site,fmi_102035,DJF,precip,anom_dt,64,0.1791,0.1567
site,fmi_102035,DJF,precip_days,value,64,0.0650,0.6098
site,fmi_102035,DJF,precip_days,anom,64,0.0650,0.6098
site,fmi_102035,DJF,precip_days,anom_dt,64,0.0789,0.5357
site,fmi_102035,DJF,rain_on_snow_days,value,64,-0.0653,0.6082
site,fmi_102035,DJF,rain_on_snow_days,anom,64,-0.0653,0.6082
site,fmi_102035,DJF,rain_on_snow_days,anom_dt,64,-0.0719,0.5726
site,fmi_102035,DJF,snow_cover_days,value,64,-0.0127,0.9207
site,fmi_102035,DJF,snow_cover_days,anom,64,-0.0127,0.9207
site,fmi_102035,DJF,snow_cover_days,anom_dt,64,-0.0687,0.5895
site,fmi_102035,DJF,snow_depth,value,64,0.1383,0.2757
site,fmi_102035,DJF,snow_depth,anom,64,0.1383,0.2757
site,fmi_102035,DJF,snow_depth,anom_dt,64,0.1076,0.3974
site,fmi_102035,DJF,snow_max,value,64,0.1349,0.2877
site,fmi_102035,DJF,snow_max,anom,64,0.1349,0.2877
site,fmi_102035,DJF,snow_max,anom_dt,64,0.1181,0.3526
site,fmi_102035,DJF,thaw_days,value,64,0.0610,0.6320
site,fmi_102035,DJF,thaw_days,anom,64,0.0610,0.6320
site,fmi_102035,DJF,thaw_days,anom_dt,64,0.0688,0.5892
site,fmi_102035,DJF,tmax_mean,value,64,-0.0072,0.9549
site,fmi_102035,DJF,tmax_mean,anom,64,-0.0072,0.9549
site,fmi_102035,DJF,tmax_mean,anom_dt,64,-0.0294,0.8177
site,fmi_102035,DJF,tmean,value,64,0.0069,0.9568
site,fmi_102035,DJF,tmean,anom,64,0.0069,0.9568
site,fmi_102035,DJF,tmean,anom_dt,64,-0.0002,0.9986
site,fmi_102035,DJF,tmin_mean,value,64,0.0318,0.8028
site,fmi_102035,DJF,tmin_mean,anom,64,0.0318,0.8028
site,fmi_102035,DJF,tmin_mean,anom_dt,64,0.0081,0.9493
site,fmi_102035,JFM,frost_days,value,64,-0.1676,0.1856
site,fmi_102035,JFM,frost_days,anom,64,-0.1676,0.1856
site,fmi_102035,JFM,frost_days,anom_dt,64,-0.1938,0.1250
site,fmi_102035,JFM,ice_days,value,64,-0.0757,0.5520
site,fmi_102035,JFM,ice_days,anom,64,-0.0757,0.5520
site,fmi_102035,JFM,ice_days,anom_dt,64,-0.0926,0.4667
site,fmi_102035,JFM,precip,value,64,0.0867,0.4957
site,fmi_102035,JFM,precip,anom,64,0.0867,0.4957
site,fmi_102035,JFM,precip,anom_dt,64,0.0801,0.5294
site,fmi_102035,JFM,precip_days,value,64,0.0210,0.8694
site,fmi_102035,JFM,precip_days,anom,64,0.0210,0.8694
site,fmi_102035,JFM,precip_days,anom_dt,64,0.0301,0.8132
site,fmi_102035,JFM,rain_on_snow_days,value,64,-0.0604,0.6357
site,fmi_102035,JFM,rain_on_snow_days,anom,64,-0.0604,0.6357
site,fmi_102035,JFM,rain_on_snow_days,anom_dt,64,-0.0293,0.8183
site,fmi_102035,JFM,snow_cover_days,value,64,-0.0127,0.9207
site,fmi_102035,JFM,snow_cover_days,anom,64,-0.0127,0.9207
site,fmi_102035,JFM,snow_cover_days,anom_dt,64,-0.0687,0.5895
site,fmi_102035,JFM,snow_depth,value,64,0.1112,0.3818
site,fmi_102035,JFM,snow_depth,anom,64,0.1112,0.3818
site,fmi_102035,JFM,snow_depth,anom_dt,64,0.0906,0.4762
site,fmi_102035,JFM,snow_max,value,64,0.0733,0.5646
site,fmi_102035,JFM,snow_max,anom,64,0.0733,0.5646
site,fmi_102035,JFM,snow_max,anom_dt,64,0.0580,0.6492
site,fmi_102035,JFM,thaw_days,value,64,0.0970,0.4460
site,fmi_102035,JFM,thaw_days,anom,64,0.0970,0.4460
site,fmi_102035,JFM,thaw_days,anom_dt,64,0.1096,0.3888
site,fmi_102035,JFM,tmax_mean,value,64,-0.0748,0.5569
site,fmi_102035,JFM,tmax_mean,anom,64,-0.0748,0.5569
site,fmi_102035,JFM,tmax_mean,anom_dt,64,-0.0690,0.5878
site,fmi_102035,JFM,tmean,value,64,-0.0632,0.6199
site,fmi_102035,JFM,tmean,anom,64,-0.0632,0.6199
site,fmi_102035,JFM,tmean,anom_dt,64,-0.0603,0.6362
site,fmi_102035,JFM,tmin_mean,value,64,-0.0729,0.5669
site,fmi_102035,JFM,tmin_mean,anom,64,-0.0729,0.5669
site,fmi_102035,JFM,tmin_mean,anom_dt,64,-0.0507,0.6909
site,fmi_102035,NDJFM,frost_days,value,64,0.0393,0.7578
site,fmi_102035,NDJFM,frost_days,anom,64,0.0393,0.7578
site,fmi_102035,NDJFM,frost_days,anom_dt,64,0.0280,0.8261
site,fmi_102035,NDJFM,ice_days,value,64,-0.0452,0.7228
site,fmi_102035,NDJFM,ice_days,anom,64,-0.0452,0.7228
site,fmi_102035,NDJFM,ice_days,anom_dt,64,-0.0491,0.7001
site,fmi_102035,NDJFM,precip,value,64,0.0918,0.4708
site,fmi_102035,NDJFM,precip,anom,64,0.0918,0.4708
site,fmi_102035,NDJFM,precip,anom_dt,64,0.1060,0.4045
site,fmi_102035,NDJFM,precip_days,value,64,0.0778,0.5410
site,fmi_102035,NDJFM,precip_days,anom,64,0.0778,0.5410
site,fmi_102035,NDJFM,precip_days,anom_dt,64,0.0781,0.5398
site,fmi_102035,NDJFM,rain_on_snow_days,value,64,-0.0688,0.5889
site,fmi_102035,NDJFM,rain_on_snow_days,anom,64,-0.0688,0.5889
site,fmi_102035,NDJFM,rain_on_snow_days,anom_dt,64,-0.0909,0.4748
site,fmi_102035,NDJFM,snow_cover_days,value,64,-0.0943,0.4585
site,fmi_102035,NDJFM,snow_cover_days,anom,64,-0.0943,0.4585
site,fmi_102035,NDJFM,snow_cover_days,anom_dt,64,-0.1046,0.4106
site,fmi_102035,NDJFM,snow_depth,value,64,0.0966,0.4476
site,fmi_102035,NDJFM,snow_depth,anom,64,0.0966,0.4476
site,fmi_102035,NDJFM,snow_depth,anom_dt,64,0.0556,0.6623
site,fmi_102035,NDJFM,snow_max,value,64,0.0733,0.5646
site,fmi_102035,NDJFM,snow_max,anom,64,0.0733,0.5646
site,fmi_102035,NDJFM,snow_max,anom_dt,64,0.0580,0.6492
site,fmi_102035,NDJFM,thaw_days,value,64,0.0535,0.6747
site,fmi_102035,NDJFM,thaw_days,anom,64,0.0535,0.6747
site,fmi_102035,NDJFM,thaw_days,anom_dt,64,0.0499,0.6954
site,fmi_102035,NDJFM,tmax_mean,value,64,0.0384,0.7634
site,fmi_102035,NDJFM,tmax_mean,anom,64,0.0384,0.7634
site,fmi_102035,NDJFM,tmax_mean,anom_dt,64,0.0178,0.8890
site,fmi_102035,NDJFM,tmean,value,64,0.0468,0.7133
site,fmi_102035,NDJFM,tmean,anom,64,0.0468,0.7133
site,fmi_102035,NDJFM,tmean,anom_dt,64,0.0562,0.6591
site,fmi_102035,NDJFM,tmin_mean,value,64,0.0643,0.6135
site,fmi_102035,NDJFM,tmin_mean,anom,64,0.0643,0.6135
site,fmi_102035,NDJFM,tmin_mean,anom_dt,64,0.0514,0.6869
site,ghcn_DA000021100,DJF,frost_days,value,70,-0.0085,0.9441
site,ghcn_DA000021100,DJF,frost_days,anom,70,-0.0085,0.9441
site,ghcn_DA000021100,DJF,frost_days,anom_dt,70,-0.0195,0.8729
site,ghcn_DA000021100,DJF,ice_days,value,61,0.0804,0.5381
site,ghcn_DA000021100,DJF,ice_days,anom,61,0.0804,0.5381
site,ghcn_DA000021100,DJF,ice_days,anom_dt,61,0.0610,0.6406
site,ghcn_DA000021100,DJF,precip,value,71,0.0900,0.4553
site,ghcn_DA000021100,DJF,precip,anom,71,0.0900,0.4553
site,ghcn_DA000021100,DJF,precip,anom_dt,71,0.0842,0.4849
site,ghcn_DA000021100,DJF,precip_days,value,71,-0.0537,0.6562
site,ghcn_DA000021100,DJF,precip_days,anom,71,-0.0537,0.6562
site,ghcn_DA000021100,DJF,precip_days,anom_dt,71,-0.0547,0.6508
site,ghcn_DA000021100,DJF,thaw_days,value,61,-0.0664,0.6113
site,ghcn_DA000021100,DJF,thaw_days,anom,61,-0.0676,0.6048
site,ghcn_DA000021100,DJF,thaw_days,anom_dt,61,-0.0469,0.7194
site,ghcn_DA000021100,DJF,tmax_mean,value,61,-0.0221,0.8659
site,ghcn_DA000021100,DJF,tmax_mean,anom,61,-0.0221,0.8659
site,ghcn_DA000021100,DJF,tmax_mean,anom_dt,61,-0.0299,0.8189
site,ghcn_DA000021100,DJF,tmean,value,55,-0.0218,0.8745
site,ghcn_DA000021100,DJF,tmean,anom_dt,55,-0.0103,0.9406
site,ghcn_DA000021100,DJF,tmin_mean,value,70,0.0459,0.7060
site,ghcn_DA000021100,DJF,tmin_mean,anom,70,0.0459,0.7060
site,ghcn_DA000021100,DJF,tmin_mean,anom_dt,70,0.0445,0.7147
site,ghcn_DA000021100,JFM,frost_days,value,70,-0.0593,0.6257
site,ghcn_DA000021100,JFM,frost_days,anom,70,-0.0593,0.6257
site,ghcn_DA000021100,JFM,frost_days,anom_dt,70,-0.0371,0.7605
site,ghcn_DA000021100,JFM,ice_days,value,61,0.1317,0.3117
site,ghcn_DA000021100,JFM,ice_days,anom,61,0.1317,0.3117
site,ghcn_DA000021100,JFM,ice_days,anom_dt,61,0.1106,0.3961
site,ghcn_DA000021100,JFM,precip,value,71,0.1618,0.1776
site,ghcn_DA000021100,JFM,precip,anom,71,0.1618,0.1776
site,ghcn_DA000021100,JFM,precip,anom_dt,71,0.1315,0.2745
site,ghcn_DA000021100,JFM,precip_days,value,71,0.0176,0.8845
site,ghcn_DA000021100,JFM,precip_days,anom,71,0.0176,0.8845
site,ghcn_DA000021100,JFM,precip_days,anom_dt,71,0.0147,0.9030
site,ghcn_DA000021100,JFM,thaw_days,value,61,-0.1286,0.3231
site,ghcn_DA000021100,JFM,thaw_days,anom,61,-0.1286,0.3231
site,ghcn_DA000021100,JFM,thaw_days,anom_dt,61,-0.1028,0.4304
site,ghcn_DA000021100,JFM,tmax_mean,value,61,-0.0242,0.8528
site,ghcn_DA000021100,JFM,tmax_mean,anom,61,-0.0242,0.8528
site,ghcn_DA000021100,JFM,tmax_mean,anom_dt,61,-0.0252,0.8471
site,ghcn_DA000021100,JFM,tmean,value,61,-0.0268,0.8376
site,ghcn_DA000021100,JFM,tmean,anom,61,-0.0268,0.8376
site,ghcn_DA000021100,JFM,tmean,anom_dt,61,-0.0175,0.8933
site,ghcn_DA000021100,JFM,tmin_mean,value,70,0.0442,0.7166
site,ghcn_DA000021100,JFM,tmin_mean,anom,70,0.0442,0.7166
